Speed Up PAM Count Algorithm to randdata.csv Data File Classficate into 9 Cluster:
Speed Up PAM Count Running time: ,6.39462
Cluster Total Cost: ,3516.18
Iterations: ,11
Number of distance calculation: ,95115888

Optimal Medoids: 
723,50.7768,30.2948,
424,30.2412,30.2158,
662,50.1179,9.07892,
189,10.1325,30.4046,
504,30.6377,50.8838,
63,10.7048,11.1028,
349,30.4011,9.11083,
874,50.0187,50.0178,
204,9.47705,49.4201,

Cluster Results:
Cluster 1
Number,v1,v2,
627,46.9024,20.5322,
701,53.3612,28.2364,
702,48.5203,28.193,
703,40.7431,26.6031,
704,46.5685,33.4691,
705,52.5163,30.297,
706,50.6572,31.4332,
707,55.9157,33.2724,
708,51.0958,26.3443,
709,44.3297,26.4115,
710,57.8509,29.4426,
711,53.393,32.1839,
712,45.3832,27.2522,
713,50.6989,27.6234,
714,49.8592,31.6892,
715,47.6037,30.9939,
716,44.2647,31.7618,
717,47.0056,32.19,
718,50.8682,33.3031,
719,48.2421,24.5079,
720,47.2895,30.4575,
721,50.1554,31.1646,
722,58.2402,24.6197,
723,50.7768,30.2948,
724,52.4328,33.3755,
725,48.288,25.1908,
726,45.075,30.1336,
727,46.4358,28.1783,
728,51.7149,32.2356,
729,50.1523,26.451,
730,49.8509,26.4249,
731,52.7225,34.0942,
732,56.5812,31.5249,
733,53.0451,34.3323,
734,48.9413,32.742,
735,50.9523,31.9461,
736,52.9761,30.3798,
737,50.2226,25.8202,
738,54.6594,29.9785,
739,53.9086,30.6521,
740,51.8947,31.6021,
741,45.0783,27.1147,
742,46.2177,30.2888,
743,46.8095,35.4333,
744,53.3129,28.2562,
745,49.918,30.3355,
746,56.0119,30.5616,
747,49.6193,27.0985,
748,49.9667,31.1452,
749,49.2914,30.6691,
750,54.0601,22.483,
751,53.3325,37.007,
752,50.59,34.349,
753,48.418,33.8291,
754,48.8129,32.7118,
755,48.852,28.9176,
756,52.1542,26.208,
757,53.2062,28.5143,
758,55.202,31.5892,
759,53.2832,36.0421,
760,46.5912,26.8312,
761,53.1814,35.9059,
762,50.3999,26.6723,
763,47.7574,32.5414,
764,49.3649,29.7702,
765,49.5436,23.8272,
766,50.0062,37.9046,
767,50.4482,26.1845,
768,49.5715,27.763,
769,48.5939,28.574,
770,53.8975,28.8128,
771,54.576,30.6732,
772,51.7238,31.0413,
773,50.2209,36.6157,
774,54.4973,34.496,
775,48.8338,33.046,
776,49.047,27.9211,
777,50.1795,33.3971,
778,53.15,29.3711,
779,49.6778,29.087,
780,51.7368,31.7262,
781,49.6834,26.22,
782,50.7052,22.3944,
783,43.7449,28.6923,
784,54.4168,27.3331,
785,53.183,32.6985,
786,46.6474,29.1697,
787,42.1738,34.5524,
788,55.2394,28.3405,
789,50.1868,31.9805,
790,52.9532,31.5507,
791,51.875,31.24,
792,51.3081,26.9349,
793,53.7114,30.1902,
794,51.5052,29.5997,
795,44.6084,28.1748,
796,52.1493,29.0349,
797,48.9238,28.4717,
798,50.6132,29.0188,
799,50.6944,27.2756,
800,51.0853,26.1419,
836,50.0876,40.1055,

Cluster 2
Number,v1,v2,
401,31.4831,31.3822,
402,28.6079,25.8724,
403,26.8269,30.1744,
404,22.5015,32.131,
405,28.4953,27.8315,
406,31.4848,27.8044,
407,29.6175,31.013,
408,25.6702,26.718,
409,33.0224,27.8443,
410,32.3305,34.1926,
411,29.398,28.9127,
412,30.26,31.4378,
413,30.2329,28.4542,
414,30.5641,25.1185,
415,32.4408,28.487,
416,28.8606,28.2243,
417,35.0248,30.6359,
418,26.38,28.4092,
419,28.9819,33.1951,
420,27.4674,23.499,
421,27.8947,31.2301,
422,24.7761,28.317,
423,33.6864,33.0503,
424,30.2412,30.2158,
425,29.5986,35.1604,
426,30.3043,28.7082,
427,27.7524,28.9959,
