Data Size,10000,
Feature Number,3,
Cluster Number,60,
Max Iterations,20,
v1,v2,v3
81.47236864,15.38141306,43.62244356
90.57919371,96.17949197,0.149287818
12.69868163,87.62546763,21.94778419
91.33758561,48.86292775,38.80898189
63.23592462,40.70765331,72.43539859
9.7540405,12.65763137,76.71018281
27.84982189,92.5425281,24.068856
54.68815192,0.558112227,3.547875153
95.75068354,18.63884062,95.22993526
96.48885352,32.40610311,53.048421
15.76130817,5.018660659,16.04197484
97.05927818,14.45368573,36.27531102
95.71669482,72.93694355,27.76136802
48.53756487,48.22796041,58.07037101
80.02804689,33.80647486,64.0865921
14.18863386,23.67670464,11.88869685
42.17612826,45.08632067,3.129231763
91.57355252,18.54509896,48.0834218
79.22073296,32.42548112,15.41033018
95.94924264,26.39714826,92.66004455
65.57406992,83.00771737,41.22288923
3.571167857,69.63600467,40.384398
84.91293059,33.35373939,15.31727871
93.39932478,58.02324918,87.50663751
67.87351549,28.78382038,87.73355667
75.77401306,26.39706608,9.284469497
74.31324681,25.99012655,33.25924221
39.22270195,67.70800356,69.34918664
65.54778902,51.98265492,17.08957676
17.11866878,7.675373459,34.59224958
70.6046088,5.584525503,36.50709671
3.183284638,25.87283194,34.16603283
27.6922985,43.99274188,91.53877122
4.617139063,28.42891164,17.12137439
9.713178124,67.87678499,19.33734111
82.34578283,94.95795477,96.6211629
69.4828623,77.39550893,46.10394543
31.70994801,63.61390086,73.48782821
95.02220488,75.35814702,8.67953477
3.44460805,74.68166044,21.53354612
43.87443597,58.60311537,57.05699122
38.15584571,77.30563357,32.35660817
76.55167881,39.24882583,95.72578414
79.51999011,60.52901191,59.03934983
18.68726046,24.74328738,12.0141812
48.97643958,29.02021966,27.67183966
44.55862007,1.933259672,14.56650946
64.63130101,34.73096706,71.91397514
70.93648309,14.17957517,75.51455371
75.4686682,41.15347087,84.79261494
27.6025077,15.30683503,16.0876569
67.97026769,82.90089135,42.69302853
65.5098004,73.91995285,80.16572422
16.26117352,9.887030629,20.63845314
11.89976816,82.06330884,65.69374386
49.8364052,22.71116092,29.01588968
95.97439585,10.69413479,68.58021828
34.03857267,66.27759602,30.87921525
58.5267751,95.45761078,94.27002053
22.38119395,81.45644592,23.8910325
75.12670593,62.32527834,69.87798406
25.50951155,32.82687504,13.99198362
50.59570517,27.73680017,44.51818913
69.90767227,43.43768589,64.60458584
89.09032525,35.02955444,8.51175634
95.92914252,87.77591898,51.20138611
54.721553,0.615449331,24.91773773
13.86244428,69.64492332,37.52846169
14.92940056,33.80631074,58.96905904
25.75082541,30.49836701,99.51825118
84.0717256,64.81006996,3.835154595
25.4282179,92.11462771,26.56851044
81.42848261,89.30737811,30.2191149
24.35249687,99.71793278,20.61432086
92.92636232,7.288389125,63.36997995
34.9983766,12.96186238,71.55823978
19.65952504,98.15682303,53.55028904
25.1083858,9.024228902,7.461550305
61.60446761,68.61586583,15.33595043
47.32888489,92.89648013,68.36576596
35.16595071,14.1816371,33.37808923
83.08286279,88.44156538,84.19848534
58.52640912,1.976196129,94.79922074
54.97236083,34.26858966,75.16838864
91.71936638,23.83060876,2.718971328
28.58390188,98.4564001,74.40997482
75.72002291,84.65979021,33.67558236
75.37290943,79.45115964,80.13522416
38.0445847,90.02780667,16.6903132
56.78216407,78.01047187,63.66881452
7.585428956,83.65107716,14.32417232
5.395011867,32.10932644,82.01120263
53.0797553,74.27455759,17.84811008
77.91672301,66.4494285,17.93763254
93.40106842,28.91836906,15.16758985
12.99062085,33.7372233,43.46219228
56.88236609,90.86370592,88.0000258
46.93906411,3.225098044,49.95199249
1.19020695,69.6357728,56.80132785
33.71226444,20.87698159,8.755868151
16.21823082,82.41493563,44.39554436
79.42845407,21.82322637,70.45711973
31.1215042,9.964230296,98.18057035
52.85331355,61.95058164,35.81083995
16.56487295,10.38147827,11.53184083
60.19819414,79.90618036,26.01249432
26.29712845,90.29251193,99.52798335
65.40790985,31.2512846,83.74993217
68.92145031,28.15891662,75.00677272
74.81515928,0.678194127,76.45512352
45.05415985,49.58716657,97.57032499
8.3821378,98.8482243,88.35788551
22.89769687,73.79407515,64.09136448
91.33373615,31.07198174,90.45873395
15.2378019,60.04075004,81.07206544
82.58169775,78.16798267,60.60390672
53.83424353,11.15331247,85.73518425
99.61347166,57.93292894,15.68993509
7.817552875,87.03712203,32.34128343
44.26782698,68.97762496,50.64733306
10.66527702,24.29702509,39.32676372
96.18980809,34.27222519,28.07066035
0.463422413,54.5439788,88.84698485
77.49104647,6.757269269,30.59315251
81.73032207,41.04483997,82.70628844
86.86947054,23.75113972,18.31150945
8.443584551,48.89735564,85.10523908
39.97826491,80.60665883,29.60709737
25.98704029,37.78479517,3.11654946
80.00684802,51.79781445,37.09885245
43.14138275,9.459788934,38.51761466
91.06475944,90.90951928,85.65194789
18.18470283,20.7630594,92.25389736
26.38029165,38.20645235,25.67562479
14.55389804,66.02802652,57.82927148
13.60685587,75.83733023,32.72746808
86.92922076,17.30694124,47.45903343
57.97045874,51.73797615,74.30937186
54.98602018,99.53381123,67.08208676
14.49547982,70.76094066,6.389070775
85.30311177,8.056730092,90.18220866
62.20551315,4.330809638,72.09248307
35.09523809,49.1155563,44.32947276
51.32495399,44.65964402,17.23514751
40.18080338,48.67985658,41.593987
7.596669169,16.58911221,0.071554832
23.99161536,36.06565048,54.65414123
12.33189348,88.07219418,56.4302836
18.39077883,74.435218,6.506722118
23.99525257,41.67710509,38.66937731
41.72670691,90.73548085,50.49649033
4.965443033,9.430687377,86.85727427
90.27161099,18.1326261,74.85126012
94.47871897,94.65872322,74.57140453
49.08640925,10.08490569,84.79373075
48.92526384,38.803807,23.70995251
33.77194098,28.9224862,33.75295623
90.00538464,7.30868608,96.41309339
36.92467811,19.46080054,14.35134095
11.12027553,41.74852311,10.35341338
78.02520683,29.29265591,90.86459083
38.9738837,70.21385118,11.51860339
24.16912859,23.97131779,74.43693094
40.39121456,95.94826207,72.46646946
9.645452517,30.54622023,12.22206388
13.19732926,15.49154582,98.49058773
94.20505908,55.55084193,20.81443069
95.61345402,79.05436891,24.9743673
57.52085951,44.38722936,48.62396284
5.977954295,99.58187217,29.27440188
23.47799134,43.65866982,71.64986738
35.31585712,30.4441173,57.41919967
82.11940402,24.65103409,71.10252586
1.540343765,96.08252517,10.08116936
4.302380166,22.28809584,31.38760431
16.89900295,39.56091815,92.8287473
64.9115475,22.45245533,89.29302547
73.17223857,27.0024669,59.87053615
64.77459631,41.8441479,49.66466994
45.09237064,99.77359798,82.5701742
54.70088923,91.10304039,81.57810791
29.63208056,55.04268887,14.12028715
74.46928071,59.63358158,60.46638584
18.8955015,7.91452393,79.05713901
68.67754334,57.66360374,74.85856648
